,iid,date,score,type,bid,timestamp,year
18628,86073_20180914,09/14/2018 12:00:00 AM,-1,Non-inspection site visit,86073,2018-09-14,2018
18629,86073_20190613,06/13/2019 12:00:00 AM,92,Routine - Unscheduled,86073,2019-06-13,2019
18722,86161_20170224,02/24/2017 12:00:00 AM,100,Routine - Unscheduled,86161,2017-02-24,2017
18723,86161_20180402,04/02/2018 12:00:00 AM,100,Routine - Unscheduled,86161,2018-04-02,2018
18724,86161_20190624,06/24/2019 12:00:00 AM,94,Routine - Unscheduled,86161,2019-06-24,2019
18725,86161_20190712,07/12/2019 12:00:00 AM,-1,Reinspection/Followup,86161,2019-07-12,2019
18726,86161_20190716,07/16/2019 12:00:00 AM,-1,Reinspection/Followup,86161,2019-07-16,2019
18779,86283_20170719,07/19/2017 12:00:00 AM,86,Routine - Unscheduled,86283,2017-07-19,2017
18780,86283_20180404,04/04/2018 12:00:00 AM,-1,Reinspection/Followup,86283,2018-04-04,2018
18793,86294_20170612,06/12/2017 12:00:00 AM,90,Routine - Unscheduled,86294,2017-06-12,2017
18794,86294_20170622,06/22/2017 12:00:00 AM,-1,Reinspection/Followup,86294,2017-06-22,2017
18795,86294_20190109,01/09/2019 12:00:00 AM,94,Routine - Unscheduled,86294,2019-01-09,2019
18822,86344_20161116,11/16/2016 12:00:00 AM,100,Routine - Unscheduled,86344,2016-11-16,2016
18823,86344_20171211,12/11/2017 12:00:00 AM,100,Routine - Unscheduled,86344,2017-12-11,2017
18824,86344_20180712,07/12/2018 12:00:00 AM,-1,New Ownership,86344,2018-07-12,2018
18833,86358_20171215,12/15/2017 12:00:00 AM,87,Routine - Unscheduled,86358,2017-12-15,2017
18834,86358_20171222,12/22/2017 12:00:00 AM,-1,Reinspection/Followup,86358,2017-12-22,2017
18835,86358_20180724,07/24/2018 12:00:00 AM,-1,Complaint,86358,2018-07-24,2018
18836,86358_20180807,08/07/2018 12:00:00 AM,-1,Reinspection/Followup,86358,2018-08-07,2018
18837,86358_20190315,03/15/2019 12:00:00 AM,-1,Non-inspection site visit,86358,2019-03-15,2019
18838,86358_20190725,07/25/2019 12:00:00 AM,90,Routine - Unscheduled,86358,2019-07-25,2019
18907,86423_20170731,07/31/2017 12:00:00 AM,86,Routine - Unscheduled,86423,2017-07-31,2017
18908,86423_20190529,05/29/2019 12:00:00 AM,88,Routine - Unscheduled,86423,2019-05-29,2019
18909,86423_20190703,07/03/2019 12:00:00 AM,-1,Non-inspection site visit,86423,2019-07-03,2019
18910,86423_20190711,07/11/2019 12:00:00 AM,-1,Non-inspection site visit,86423,2019-07-11,2019
18916,86475_20170711,07/11/2017 12:00:00 AM,85,Routine - Unscheduled,86475,2017-07-11,2017
18917,86475_20180611,06/11/2018 12:00:00 AM,86,Routine - Unscheduled,86475,2018-06-11,2018
18925,86484_20190430,04/30/2019 12:00:00 AM,82,Routine - Unscheduled,86484,2019-04-30,2019
18940,86539_20170926,09/26/2017 12:00:00 AM,85,Routine - Unscheduled,86539,2017-09-26,2017
18941,86539_20181010,10/10/2018 12:00:00 AM,76,Routine - Unscheduled,86539,2018-10-10,2018
18942,86539_20181018,10/18/2018 12:00:00 AM,-1,Reinspection/Followup,86539,2018-10-18,2018
18943,86539_20190314,03/14/2019 12:00:00 AM,90,Routine - Unscheduled,86539,2019-03-14,2019
18944,86539_20190912,09/12/2019 12:00:00 AM,96,Routine - Unscheduled,86539,2019-09-12,2019
19076,86718_20161116,11/16/2016 12:00:00 AM,90,Routine - Unscheduled,86718,2016-11-16,2016
19077,86718_20180522,05/22/2018 12:00:00 AM,45,Routine - Unscheduled,86718,2018-05-22,2018
19078,86718_20180524,05/24/2018 12:00:00 AM,-1,Reinspection/Followup,86718,2018-05-24,2018
19079,86718_20181005,10/05/2018 12:00:00 AM,90,Routine - Unscheduled,86718,2018-10-05,2018
19128,86816_20170901,09/01/2017 12:00:00 AM,94,Routine - Unscheduled,86816,2017-09-01,2017
19129,86816_20190125,01/25/2019 12:00:00 AM,96,Routine - Unscheduled,86816,2019-01-25,2019
19130,86829_20171129,11/29/2017 12:00:00 AM,88,Routine - Unscheduled,86829,2017-11-29,2017
19131,86829_20180831,08/31/2018 12:00:00 AM,86,Routine - Unscheduled,86829,2018-08-31,2018
19171,86924_20180123,01/23/2018 12:00:00 AM,85,Routine - Unscheduled,86924,2018-01-23,2018
19172,86924_20190425,04/25/2019 12:00:00 AM,88,Routine - Unscheduled,86924,2019-04-25,2019
19173,86924_20190502,05/02/2019 12:00:00 AM,-1,Reinspection/Followup,86924,2019-05-02,2019
19210,87015_20161228,12/28/2016 12:00:00 AM,-1,Complaint,87015,2016-12-28,2016
19211,87015_20170630,06/30/2017 12:00:00 AM,77,Routine - Unscheduled,87015,2017-06-30,2017
19212,87015_20170707,07/07/2017 12:00:00 AM,-1,Reinspection/Followup,87015,2017-07-07,2017
19213,87015_20181220,12/20/2018 12:00:00 AM,-1,Complaint,87015,2018-12-20,2018
19257,87122_20161018,10/18/2016 12:00:00 AM,98,Routine - Unscheduled,87122,2016-10-18,2016
19258,87122_20171011,10/11/2017 12:00:00 AM,98,Routine - Unscheduled,87122,2017-10-11,2017
19259,87122_20190625,06/25/2019 12:00:00 AM,96,Routine - Unscheduled,87122,2019-06-25,2019
19292,87203_20161116,11/16/2016 12:00:00 AM,-1,New Ownership,87203,2016-11-16,2016
19293,87203_20171030,10/30/2017 12:00:00 AM,87,Routine - Unscheduled,87203,2017-10-30,2017
19294,87203_20171106,11/06/2017 12:00:00 AM,-1,Reinspection/Followup,87203,2017-11-06,2017
19295,87203_20180705,07/05/2018 12:00:00 AM,90,Routine - Unscheduled,87203,2018-07-05,2018
19296,87203_20190724,07/24/2019 12:00:00 AM,90,Routine - Unscheduled,87203,2019-07-24,2019
19333,87285_20161128,11/28/2016 12:00:00 AM,82,Routine - Unscheduled,87285,2016-11-28,2016
19334,87285_20161222,12/22/2016 12:00:00 AM,-1,Reinspection/Followup,87285,2016-12-22,2016
19335,87285_20170713,07/13/2017 12:00:00 AM,94,Routine - Unscheduled,87285,2017-07-13,2017
19336,87285_20190318,03/18/2019 12:00:00 AM,90,Routine - Unscheduled,87285,2019-03-18,2019
19337,87285_20190329,03/29/2019 12:00:00 AM,-1,Reinspection/Followup,87285,2019-03-29,2019
19361,87339_20170227,02/27/2017 12:00:00 AM,96,Routine - Unscheduled,87339,2017-02-27,2017
19362,87339_20190124,01/24/2019 12:00:00 AM,88,Routine - Unscheduled,87339,2019-01-24,2019
19363,87339_20190128,01/28/2019 12:00:00 AM,-1,Reinspection/Followup,87339,2019-01-28,2019
19364,87339_20190503,05/03/2019 12:00:00 AM,-1,Non-inspection site visit,87339,2019-05-03,2019
19365,87401_20161208,12/08/2016 12:00:00 AM,-1,Complaint,87401,2016-12-08,2016
19366,87401_20180409,04/09/2018 12:00:00 AM,92,Routine - Unscheduled,87401,2018-04-09,2018
19367,87401_20180518,05/18/2018 12:00:00 AM,-1,Non-inspection site visit,87401,2018-05-18,2018
19368,87404_20170111,01/11/2017 12:00:00 AM,-1,New Ownership,87404,2017-01-11,2017
19369,87404_20170914,09/14/2017 12:00:00 AM,98,Routine - Unscheduled,87404,2017-09-14,2017
19370,87404_20180419,04/19/2018 12:00:00 AM,96,Routine - Unscheduled,87404,2018-04-19,2018
19371,87404_20190501,05/01/2019 12:00:00 AM,96,Routine - Unscheduled,87404,2019-05-01,2019
19505,87613_20170306,03/06/2017 12:00:00 AM,-1,Complaint,87613,2017-03-06,2017
19506,87613_20170424,04/24/2017 12:00:00 AM,-1,Complaint,87613,2017-04-24,2017
19507,87613_20170509,05/09/2017 12:00:00 AM,-1,Complaint,87613,2017-05-09,2017
19508,87613_20170516,05/16/2017 12:00:00 AM,-1,Complaint Reinspection/Followup,87613,2017-05-16,2017
19509,87613_20170601,06/01/2017 12:00:00 AM,-1,Reinspection/Followup,87613,2017-06-01,2017
19510,87613_20170908,09/08/2017 12:00:00 AM,85,Routine - Unscheduled,87613,2017-09-08,2017
19511,87613_20180618,06/18/2018 12:00:00 AM,-1,Complaint,87613,2018-06-18,2018
19512,87613_20180625,06/25/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-06-25,2018
19513,87613_20180626,06/26/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-06-26,2018
19514,87613_20180706,07/06/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-07-06,2018
19515,87613_20180809,08/09/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-08-09,2018
19516,87613_20190110,01/10/2019 12:00:00 AM,83,Routine - Unscheduled,87613,2019-01-10,2019
19517,87613_20190118,01/18/2019 12:00:00 AM,-1,Reinspection/Followup,87613,2019-01-18,2019
19518,87613_20190529,05/29/2019 12:00:00 AM,-1,Complaint,87613,2019-05-29,2019
19519,87613_20190614,06/14/2019 12:00:00 AM,-1,Reinspection/Followup,87613,2019-06-14,2019
19520,87613_20190820,08/20/2019 12:00:00 AM,87,Routine - Unscheduled,87613,2019-08-20,2019
19521,87613_20190830,08/30/2019 12:00:00 AM,-1,Reinspection/Followup,87613,2019-08-30,2019
19536,87628_20170124,01/24/2017 12:00:00 AM,-1,Structural Inspection,87628,2017-01-24,2017
19537,87628_20170628,06/28/2017 12:00:00 AM,82,Routine - Unscheduled,87628,2017-06-28,2017
19538,87628_20180307,03/07/2018 12:00:00 AM,-1,Structural Inspection,87628,2018-03-07,2018
19539,87628_20180508,05/08/2018 12:00:00 AM,-1,Structural Inspection,87628,2018-05-08,2018
19540,87628_20190221,02/21/2019 12:00:00 AM,62,Routine - Unscheduled,87628,2019-02-21,2019
19541,87628_20190225,02/25/2019 12:00:00 AM,-1,Reinspection/Followup,87628,2019-02-25,2019
19542,87628_20190730,07/30/2019 12:00:00 AM,-1,Structural Inspection,87628,2019-07-30,2019
19565,87648_20161202,12/02/2016 12:00:00 AM,94,Routine - Unscheduled,87648,2016-12-02,2016
19566,87648_20180405,04/05/2018 12:00:00 AM,86,Routine - Unscheduled,87648,2018-04-05,2018
19567,87648_20180427,04/27/2018 12:00:00 AM,-1,Reinspection/Followup,87648,2018-04-27,2018
19613,87765_20161018,10/18/2016 12:00:00 AM,-1,New Ownership,87765,2016-10-18,2016
19614,87765_20161121,11/21/2016 12:00:00 AM,-1,Complaint Reinspection/Followup,87765,2016-11-21,2016
19615,87765_20170313,03/13/2017 12:00:00 AM,79,Routine - Unscheduled,87765,2017-03-13,2017
19616,87765_20180905,09/05/2018 12:00:00 AM,86,Routine - Unscheduled,87765,2018-09-05,2018
19617,87765_20180912,09/12/2018 12:00:00 AM,-1,Reinspection/Followup,87765,2018-09-12,2018
19633,87782_20161213,12/13/2016 12:00:00 AM,-1,New Construction,87782,2016-12-13,2016
19634,87782_20170117,01/17/2017 12:00:00 AM,-1,New Construction,87782,2017-01-17,2017
19635,87782_20170126,01/26/2017 12:00:00 AM,-1,Reinspection/Followup,87782,2017-01-26,2017
19636,87782_20170927,09/27/2017 12:00:00 AM,93,Routine - Unscheduled,87782,2017-09-27,2017
19637,87782_20171004,10/04/2017 12:00:00 AM,-1,Reinspection/Followup,87782,2017-10-04,2017
19638,87782_20171120,11/20/2017 12:00:00 AM,-1,Complaint,87782,2017-11-20,2017
19639,87782_20180502,05/02/2018 12:00:00 AM,96,Routine - Unscheduled,87782,2018-05-02,2018
19640,87782_20190506,05/06/2019 12:00:00 AM,98,Routine - Unscheduled,87782,2019-05-06,2019
19745,88082_20171115,11/15/2017 12:00:00 AM,86,Routine - Unscheduled,88082,2017-11-15,2017
19746,88082_20171204,12/04/2017 12:00:00 AM,-1,Reinspection/Followup,88082,2017-12-04,2017
19747,88082_20181226,12/26/2018 12:00:00 AM,74,Routine - Unscheduled,88082,2018-12-26,2018
19748,88082_20190115,01/15/2019 12:00:00 AM,-1,Reinspection/Followup,88082,2019-01-15,2019
19749,88082_20190617,06/17/2019 12:00:00 AM,-1,Complaint,88082,2019-06-17,2019
19750,88082_20190712,07/12/2019 12:00:00 AM,-1,Complaint Reinspection/Followup,88082,2019-07-12,2019
19751,88082_20190729,07/29/2019 12:00:00 AM,-1,Complaint Reinspection/Followup,88082,2019-07-29,2019
19764,88091_20161004,10/04/2016 12:00:00 AM,-1,New Ownership,88091,2016-10-04,2016
19765,88091_20180126,01/26/2018 12:00:00 AM,89,Routine - Unscheduled,88091,2018-01-26,2018
19783,88113_20180108,01/08/2018 12:00:00 AM,90,Routine - Unscheduled,88113,2018-01-08,2018
19784,88113_20180131,01/31/2018 12:00:00 AM,-1,New Construction,88113,2018-01-31,2018
19785,88113_20180202,02/02/2018 12:00:00 AM,-1,Reinspection/Followup,88113,2018-02-02,2018
19786,88113_20180307,03/07/2018 12:00:00 AM,-1,New Construction,88113,2018-03-07,2018
19787,88113_20180912,09/12/2018 12:00:00 AM,87,Routine - Unscheduled,88113,2018-09-12,2018
19788,88113_20180921,09/21/2018 12:00:00 AM,-1,Reinspection/Followup,88113,2018-09-21,2018
19789,88113_20190816,08/16/2019 12:00:00 AM,85,Routine - Unscheduled,88113,2019-08-16,2019
19790,88113_20190830,08/30/2019 12:00:00 AM,-1,Reinspection/Followup,88113,2019-08-30,2019
19817,88139_20161121,11/21/2016 12:00:00 AM,83,Routine - Unscheduled,88139,2016-11-21,2016
19818,88139_20180109,01/09/2018 12:00:00 AM,88,Routine - Unscheduled,88139,2018-01-09,2018
19819,88139_20180118,01/18/2018 12:00:00 AM,-1,Reinspection/Followup,88139,2018-01-18,2018
19820,88139_20190821,08/21/2019 12:00:00 AM,94,Routine - Unscheduled,88139,2019-08-21,2019
19893,88380_20170927,09/27/2017 12:00:00 AM,98,Routine - Unscheduled,88380,2017-09-27,2017
19894,88380_20180314,03/14/2018 12:00:00 AM,100,Routine - Unscheduled,88380,2018-03-14,2018
19895,88380_20190515,05/15/2019 12:00:00 AM,100,Routine - Unscheduled,88380,2019-05-15,2019
19943,88475_20180321,03/21/2018 12:00:00 AM,-1,Complaint,88475,2018-03-21,2018
19944,88475_20180420,04/20/2018 12:00:00 AM,83,Routine - Unscheduled,88475,2018-04-20,2018
19945,88475_20180423,04/23/2018 12:00:00 AM,-1,Reinspection/Followup,88475,2018-04-23,2018
19946,88475_20181120,11/20/2018 12:00:00 AM,-1,Complaint,88475,2018-11-20,2018
19947,88475_20181130,11/30/2018 12:00:00 AM,-1,Complaint Reinspection/Followup,88475,2018-11-30,2018
19948,88475_20190129,01/29/2019 12:00:00 AM,-1,Non-inspection site visit,88475,2019-01-29,2019
19949,88475_20190208,02/08/2019 12:00:00 AM,-1,Non-inspection site visit,88475,2019-02-08,2019
19950,88475_20190522,05/22/2019 12:00:00 AM,92,Routine - Unscheduled,88475,2019-05-22,2019
19976,884_20161005,10/05/2016 12:00:00 AM,83,Routine - Unscheduled,884,2016-10-05,2016
19977,884_20161012,10/12/2016 12:00:00 AM,-1,Reinspection/Followup,884,2016-10-12,2016
19978,884_20171206,12/06/2017 12:00:00 AM,92,Routine - Unscheduled,884,2017-12-06,2017
19979,884_20171213,12/13/2017 12:00:00 AM,-1,Reinspection/Followup,884,2017-12-13,2017
19980,884_20181205,12/05/2018 12:00:00 AM,90,Routine - Unscheduled,884,2018-12-05,2018
20020,88539_20161215,12/15/2016 12:00:00 AM,90,Routine - Unscheduled,88539,2016-12-15,2016
20021,88539_20180126,01/26/2018 12:00:00 AM,100,Routine - Unscheduled,88539,2018-01-26,2018
20022,88539_20180614,06/14/2018 12:00:00 AM,-1,Foodborne Illness Investigation,88539,2018-06-14,2018
20023,88539_20190204,02/04/2019 12:00:00 AM,90,Routine - Unscheduled,88539,2019-02-04,2019
20024,88539_20190304,03/04/2019 12:00:00 AM,-1,Reinspection/Followup,88539,2019-03-04,2019
20025,88539_20190906,09/06/2019 12:00:00 AM,92,Routine - Unscheduled,88539,2019-09-06,2019
20026,88539_20190912,09/12/2019 12:00:00 AM,-1,Reinspection/Followup,88539,2019-09-12,2019
20046,88574_20161121,11/21/2016 12:00:00 AM,86,Routine - Unscheduled,88574,2016-11-21,2016
20047,88574_20161212,12/12/2016 12:00:00 AM,-1,Reinspection/Followup,88574,2016-12-12,2016
20048,88574_20171214,12/14/2017 12:00:00 AM,96,Routine - Unscheduled,88574,2017-12-14,2017
20049,88577_20161109,11/09/2016 12:00:00 AM,71,Routine - Unscheduled,88577,2016-11-09,2016
20050,88577_20161221,12/21/2016 12:00:00 AM,-1,New Ownership,88577,2016-12-21,2016
20051,88577_20180210,02/10/2018 12:00:00 AM,91,Routine - Unscheduled,88577,2018-02-10,2018
20052,88577_20180217,02/17/2018 12:00:00 AM,-1,Reinspection/Followup,88577,2018-02-17,2018
20065,88688_20161108,11/08/2016 12:00:00 AM,-1,New Ownership,88688,2016-11-08,2016
20066,88688_20170111,01/11/2017 12:00:00 AM,90,Routine - Unscheduled,88688,2017-01-11,2017
20067,88688_20170131,01/31/2017 12:00:00 AM,-1,Reinspection/Followup,88688,2017-01-31,2017
20068,88688_20180724,07/24/2018 12:00:00 AM,90,Routine - Unscheduled,88688,2018-07-24,2018
20069,88688_20190128,01/28/2019 12:00:00 AM,85,Routine - Unscheduled,88688,2019-01-28,2019
20070,88688_20190204,02/04/2019 12:00:00 AM,-1,Reinspection/Followup,88688,2019-02-04,2019
20071,88688_20190812,08/12/2019 12:00:00 AM,88,Routine - Unscheduled,88688,2019-08-12,2019
20072,88688_20190913,09/13/2019 12:00:00 AM,-1,Reinspection/Followup,88688,2019-09-13,2019
20178,88821_20170217,02/17/2017 12:00:00 AM,-1,Reinspection/Followup,88821,2017-02-17,2017
20179,88821_20170306,03/06/2017 12:00:00 AM,-1,Non-inspection site visit,88821,2017-03-06,2017
20180,88821_20170414,04/14/2017 12:00:00 AM,94,Routine - Unscheduled,88821,2017-04-14,2017
20181,88821_20180904,09/04/2018 12:00:00 AM,-1,Reinspection/Followup,88821,2018-09-04,2018
20232,88954_20170908,09/08/2017 12:00:00 AM,96,Routine - Unscheduled,88954,2017-09-08,2017
20233,88954_20180820,08/20/2018 12:00:00 AM,91,Routine - Unscheduled,88954,2018-08-20,2018
20234,88954_20190314,03/14/2019 12:00:00 AM,93,Routine - Unscheduled,88954,2019-03-14,2019
20235,88954_20190923,09/23/2019 12:00:00 AM,92,Routine - Unscheduled,88954,2019-09-23,2019
20257,89025_20161027,10/27/2016 12:00:00 AM,72,Routine - Unscheduled,89025,2016-10-27,2016
20258,89025_20161220,12/20/2016 12:00:00 AM,-1,New Ownership,89025,2016-12-20,2016
20259,89025_20171003,10/03/2017 12:00:00 AM,90,Routine - Unscheduled,89025,2017-10-03,2017
20260,89025_20171010,10/10/2017 12:00:00 AM,-1,Reinspection/Followup,89025,2017-10-10,2017
20261,89025_20181012,10/12/2018 12:00:00 AM,84,Routine - Unscheduled,89025,2018-10-12,2018
20262,89025_20181019,10/19/2018 12:00:00 AM,-1,Reinspection/Followup,89025,2018-10-19,2018
20263,89025_20181026,10/26/2018 12:00:00 AM,-1,Reinspection/Followup,89025,2018-10-26,2018
20264,89025_20190416,04/16/2019 12:00:00 AM,83,Routine - Unscheduled,89025,2019-04-16,2019
20265,89025_20190418,04/18/2019 12:00:00 AM,-1,Reinspection/Followup,89025,2019-04-18,2019
20363,89128_20170320,03/20/2017 12:00:00 AM,90,Routine - Unscheduled,89128,2017-03-20,2017
20364,89128_20190225,02/25/2019 12:00:00 AM,86,Routine - Unscheduled,89128,2019-02-25,2019
20365,89128_20190307,03/07/2019 12:00:00 AM,-1,Reinspection/Followup,89128,2019-03-07,2019
20366,89128_20190717,07/17/2019 12:00:00 AM,92,Routine - Unscheduled,89128,2019-07-17,2019
20387,89138_20170626,06/26/2017 12:00:00 AM,-1,New Construction,89138,2017-06-26,2017
20388,89138_20171012,10/12/2017 12:00:00 AM,-1,New Construction,89138,2017-10-12,2017
20389,89138_20171020,10/20/2017 12:00:00 AM,-1,New Ownership,89138,2017-10-20,2017
20390,89138_20171023,10/23/2017 12:00:00 AM,-1,New Ownership - Followup,89138,2017-10-23,2017
20391,89138_20171205,12/05/2017 12:00:00 AM,100,Routine - Unscheduled,89138,2017-12-05,2017
20392,89138_20180606,06/06/2018 12:00:00 AM,100,Routine - Unscheduled,89138,2018-06-06,2018
20393,89138_20190822,08/22/2019 12:00:00 AM,100,Routine - Unscheduled,89138,2019-08-22,2019
20396,89141_20170225,02/25/2017 12:00:00 AM,-1,New Ownership,89141,2017-02-25,2017
20397,89141_20180206,02/06/2018 12:00:00 AM,-1,New Ownership,89141,2018-02-06,2018
20398,89141_20180306,03/06/2018 12:00:00 AM,-1,New Ownership - Followup,89141,2018-03-06,2018
20399,89141_20180626,06/26/2018 12:00:00 AM,60,Routine - Unscheduled,89141,2018-06-26,2018
20400,89141_20180628,06/28/2018 12:00:00 AM,-1,Reinspection/Followup,89141,2018-06-28,2018
20401,89141_20180629,06/29/2018 12:00:00 AM,-1,Reinspection/Followup,89141,2018-06-29,2018
20402,89141_20180630,06/30/2018 12:00:00 AM,-1,Reinspection/Followup,89141,2018-06-30,2018
20403,89141_20180918,09/18/2018 12:00:00 AM,-1,Reinspection/Followup,89141,2018-09-18,2018
20404,89141_20181019,10/19/2018 12:00:00 AM,-1,Reinspection/Followup,89141,2018-10-19,2018
20405,89141_20190725,07/25/2019 12:00:00 AM,73,Routine - Unscheduled,89141,2019-07-25,2019
20406,89141_20190726,07/26/2019 12:00:00 AM,-1,Reinspection/Followup,89141,2019-07-26,2019
20407,89141_20190802,08/02/2019 12:00:00 AM,-1,Reinspection/Followup,89141,2019-08-02,2019
20408,89141_20190924,09/24/2019 12:00:00 AM,-1,Structural Inspection,89141,2019-09-24,2019
20427,89191_20161027,10/27/2016 12:00:00 AM,94,Routine - Unscheduled,89191,2016-10-27,2016
20428,89191_20170320,03/20/2017 12:00:00 AM,-1,Non-inspection site visit,89191,2017-03-20,2017
20429,89191_20170907,09/07/2017 12:00:00 AM,96,Routine - Unscheduled,89191,2017-09-07,2017
20430,89191_20181023,10/23/2018 12:00:00 AM,-1,Non-inspection site visit,89191,2018-10-23,2018
20603,89475_20161110,11/10/2016 12:00:00 AM,-1,New Ownership,89475,2016-11-10,2016
20604,89475_20161130,11/30/2016 12:00:00 AM,-1,Reinspection/Followup,89475,2016-11-30,2016
20605,89475_20170209,02/09/2017 12:00:00 AM,-1,Non-inspection site visit,89475,2017-02-09,2017
20606,89475_20180308,03/08/2018 12:00:00 AM,92,Routine - Unscheduled,89475,2018-03-08,2018
20607,89475_20180406,04/06/2018 12:00:00 AM,-1,Reinspection/Followup,89475,2018-04-06,2018
20608,89475_20190821,08/21/2019 12:00:00 AM,94,Routine - Unscheduled,89475,2019-08-21,2019
20618,89497_20161202,12/02/2016 12:00:00 AM,-1,New Construction,89497,2016-12-02,2016
20619,89497_20161216,12/16/2016 12:00:00 AM,-1,New Construction,89497,2016-12-16,2016
20620,89497_20170110,01/10/2017 12:00:00 AM,-1,New Ownership,89497,2017-01-10,2017
20621,89497_20180622,06/22/2018 12:00:00 AM,77,Routine - Unscheduled,89497,2018-06-22,2018
20622,89497_20180802,08/02/2018 12:00:00 AM,-1,Reinspection/Followup,89497,2018-08-02,2018
20623,89497_20190326,03/26/2019 12:00:00 AM,87,Routine - Unscheduled,89497,2019-03-26,2019
20700,89643_20161212,12/12/2016 12:00:00 AM,-1,New Construction,89643,2016-12-12,2016
20701,89643_20170118,01/18/2017 12:00:00 AM,94,Routine - Unscheduled,89643,2017-01-18,2017
20702,89643_20170921,09/21/2017 12:00:00 AM,-1,Non-inspection site visit,89643,2017-09-21,2017
20703,89643_20170927,09/27/2017 12:00:00 AM,92,Routine - Unscheduled,89643,2017-09-27,2017
20704,89643_20171011,10/11/2017 12:00:00 AM,-1,Non-inspection site visit,89643,2017-10-11,2017
20705,89643_20180315,03/15/2018 12:00:00 AM,98,Routine - Unscheduled,89643,2018-03-15,2018
20706,89643_20180925,09/25/2018 12:00:00 AM,94,Routine - Unscheduled,89643,2018-09-25,2018
20707,89643_20190329,03/29/2019 12:00:00 AM,92,Routine - Unscheduled,89643,2019-03-29,2019
20803,89722_20161028,10/28/2016 12:00:00 AM,-1,New Construction,89722,2016-10-28,2016
20804,89722_20170124,01/24/2017 12:00:00 AM,-1,Structural Inspection,89722,2017-01-24,2017
20805,89722_20170714,07/14/2017 12:00:00 AM,92,Routine - Unscheduled,89722,2017-07-14,2017
20806,89722_20190513,05/13/2019 12:00:00 AM,-1,Structural Inspection,89722,2019-05-13,2019
20810,89728_20161130,11/30/2016 12:00:00 AM,-1,New Construction,89728,2016-11-30,2016
20811,89728_20170317,03/17/2017 12:00:00 AM,89,Routine - Unscheduled,89728,2017-03-17,2017
20812,89728_20170329,03/29/2017 12:00:00 AM,-1,Reinspection/Followup,89728,2017-03-29,2017
20813,89728_20180122,01/22/2018 12:00:00 AM,91,Routine - Unscheduled,89728,2018-01-22,2018
20814,89728_20180130,01/30/2018 12:00:00 AM,-1,Reinspection/Followup,89728,2018-01-30,2018
20815,89728_20190517,05/17/2019 12:00:00 AM,92,Routine - Unscheduled,89728,2019-05-17,2019
20863,89775_20161107,11/07/2016 12:00:00 AM,-1,New Construction,89775,2016-11-07,2016
20864,89775_20161116,11/16/2016 12:00:00 AM,-1,New Construction,89775,2016-11-16,2016
20865,89775_20171019,10/19/2017 12:00:00 AM,91,Routine - Unscheduled,89775,2017-10-19,2017
20866,89775_20180502,05/02/2018 12:00:00 AM,91,Routine - Unscheduled,89775,2018-05-02,2018
20867,89775_20181025,10/25/2018 12:00:00 AM,-1,Complaint,89775,2018-10-25,2018
20903,89865_20161101,11/01/2016 12:00:00 AM,-1,New Construction,89865,2016-11-01,2016
20904,89865_20161212,12/12/2016 12:00:00 AM,-1,New Construction,89865,2016-12-12,2016
20905,89865_20161216,12/16/2016 12:00:00 AM,-1,New Construction,89865,2016-12-16,2016
20906,89865_20170209,02/09/2017 12:00:00 AM,-1,New Ownership,89865,2017-02-09,2017
20907,89865_20171026,10/26/2017 12:00:00 AM,94,Routine - Unscheduled,89865,2017-10-26,2017
20999,90010_20170104,01/04/2017 12:00:00 AM,-1,New Ownership,90010,2017-01-04,2017
21000,90010_20170105,01/05/2017 12:00:00 AM,96,Routine - Unscheduled,90010,2017-01-05,2017
21001,90010_20170823,08/23/2017 12:00:00 AM,92,Routine - Unscheduled,90010,2017-08-23,2017
21002,90010_20180709,07/09/2018 12:00:00 AM,94,Routine - Unscheduled,90010,2018-07-09,2018
21003,90010_20190729,07/29/2019 12:00:00 AM,100,Routine - Unscheduled,90010,2019-07-29,2019
21090,90147_20170215,02/15/2017 12:00:00 AM,-1,New Ownership,90147,2017-02-15,2017
21091,90147_20170711,07/11/2017 12:00:00 AM,94,Routine - Unscheduled,90147,2017-07-11,2017
21305,902_20170630,06/30/2017 12:00:00 AM,94,Routine - Unscheduled,902,2017-06-30,2017
21306,902_20180619,06/19/2018 12:00:00 AM,100,Routine - Unscheduled,902,2018-06-19,2018
21307,902_20190827,08/27/2019 12:00:00 AM,100,Routine - Unscheduled,902,2019-08-27,2019
21447,90487_20170418,04/18/2017 12:00:00 AM,-1,New Ownership,90487,2017-04-18,2017
21448,90487_20180102,01/02/2018 12:00:00 AM,83,Routine - Unscheduled,90487,2018-01-02,2018
21449,90487_20180117,01/17/2018 12:00:00 AM,-1,Reinspection/Followup,90487,2018-01-17,2018
21450,90487_20180124,01/24/2018 12:00:00 AM,-1,Reinspection/Followup,90487,2018-01-24,2018
21451,90487_20180830,08/30/2018 12:00:00 AM,-1,Foodborne Illness Investigation,90487,2018-08-30,2018
21475,90511_20170215,02/15/2017 12:00:00 AM,-1,New Ownership,90511,2017-02-15,2017
21476,90511_20170224,02/24/2017 12:00:00 AM,-1,New Ownership,90511,2017-02-24,2017
