iid,date,score,type,bid,timestamp,year
827_20190423,04/23/2019 12:00:00 AM,-1,Reinspection/Followup,827,2019-04-23,2019
827_20190513,05/13/2019 12:00:00 AM,-1,Foodborne Illness Investigation,827,2019-05-13,2019
82892_20161101,11/01/2016 12:00:00 AM,87,Routine - Unscheduled,82892,2016-11-01,2016
82892_20171130,11/30/2017 12:00:00 AM,92,Routine - Unscheduled,82892,2017-11-30,2017
82892_20190513,05/13/2019 12:00:00 AM,90,Routine - Unscheduled,82892,2019-05-13,2019
82892_20190521,05/21/2019 12:00:00 AM,-1,Reinspection/Followup,82892,2019-05-21,2019
82909_20171011,10/11/2017 12:00:00 AM,83,Routine - Unscheduled,82909,2017-10-11,2017
82909_20171019,10/19/2017 12:00:00 AM,-1,Reinspection/Followup,82909,2017-10-19,2017
82909_20180328,03/28/2018 12:00:00 AM,89,Routine - Unscheduled,82909,2018-03-28,2018
82909_20181001,10/01/2018 12:00:00 AM,87,Routine - Unscheduled,82909,2018-10-01,2018
82930_20171016,10/16/2017 12:00:00 AM,93,Routine - Unscheduled,82930,2017-10-16,2017
82930_20190315,03/15/2019 12:00:00 AM,82,Routine - Unscheduled,82930,2019-03-15,2019
82930_20190329,03/29/2019 12:00:00 AM,-1,Reinspection/Followup,82930,2019-03-29,2019
82944_20170130,01/30/2017 12:00:00 AM,91,Routine - Unscheduled,82944,2017-01-30,2017
82944_20171212,12/12/2017 12:00:00 AM,90,Routine - Unscheduled,82944,2017-12-12,2017
82944_20171226,12/26/2017 12:00:00 AM,-1,Reinspection/Followup,82944,2017-12-26,2017
82944_20180220,02/20/2018 12:00:00 AM,-1,Complaint,82944,2018-02-20,2018
82944_20190610,06/10/2019 12:00:00 AM,86,Routine - Unscheduled,82944,2019-06-10,2019
82955_20161110,11/10/2016 12:00:00 AM,96,Routine - Unscheduled,82955,2016-11-10,2016
82955_20171006,10/06/2017 12:00:00 AM,98,Routine - Unscheduled,82955,2017-10-06,2017
82955_20180924,09/24/2018 12:00:00 AM,96,Routine - Unscheduled,82955,2018-09-24,2018
82955_20181001,10/01/2018 12:00:00 AM,-1,Reinspection/Followup,82955,2018-10-01,2018
83148_20170712,07/12/2017 12:00:00 AM,96,Routine - Unscheduled,83148,2017-07-12,2017
83148_20180710,07/10/2018 12:00:00 AM,90,Routine - Unscheduled,83148,2018-07-10,2018
83148_20180717,07/17/2018 12:00:00 AM,-1,Reinspection/Followup,83148,2018-07-17,2018
83148_20180725,07/25/2018 12:00:00 AM,-1,Reinspection/Followup,83148,2018-07-25,2018
83148_20190213,02/13/2019 12:00:00 AM,81,Routine - Unscheduled,83148,2019-02-13,2019
83148_20190220,02/20/2019 12:00:00 AM,-1,Reinspection/Followup,83148,2019-02-20,2019
83148_20190227,02/27/2019 12:00:00 AM,-1,Reinspection/Followup,83148,2019-02-27,2019
83148_20190912,09/12/2019 12:00:00 AM,94,Routine - Unscheduled,83148,2019-09-12,2019
83403_20170918,09/18/2017 12:00:00 AM,78,Routine - Unscheduled,83403,2017-09-18,2017
83403_20170925,09/25/2017 12:00:00 AM,-1,Reinspection/Followup,83403,2017-09-25,2017
83403_20180312,03/12/2018 12:00:00 AM,88,Routine - Unscheduled,83403,2018-03-12,2018
83403_20180322,03/22/2018 12:00:00 AM,-1,Reinspection/Followup,83403,2018-03-22,2018
83403_20180824,08/24/2018 12:00:00 AM,94,Routine - Unscheduled,83403,2018-08-24,2018
83403_20190408,04/08/2019 12:00:00 AM,89,Routine - Unscheduled,83403,2019-04-08,2019
83403_20190418,04/18/2019 12:00:00 AM,-1,Reinspection/Followup,83403,2019-04-18,2019
83472_20171025,10/25/2017 12:00:00 AM,82,Routine - Unscheduled,83472,2017-10-25,2017
83472_20180321,03/21/2018 12:00:00 AM,68,Routine - Unscheduled,83472,2018-03-21,2018
83472_20180619,06/19/2018 12:00:00 AM,89,Routine - Unscheduled,83472,2018-06-19,2018
83472_20190424,04/24/2019 12:00:00 AM,84,Routine - Unscheduled,83472,2019-04-24,2019
83575_20170926,09/26/2017 12:00:00 AM,83,Routine - Unscheduled,83575,2017-09-26,2017
83575_20171004,10/04/2017 12:00:00 AM,-1,Reinspection/Followup,83575,2017-10-04,2017
83575_20180313,03/13/2018 12:00:00 AM,84,Routine - Unscheduled,83575,2018-03-13,2018
83575_20180828,08/28/2018 12:00:00 AM,87,Routine - Unscheduled,83575,2018-08-28,2018
83575_20181017,10/17/2018 12:00:00 AM,-1,Reinspection/Followup,83575,2018-10-17,2018
83643_20161017,10/17/2016 12:00:00 AM,86,Routine - Unscheduled,83643,2016-10-17,2016
83643_20180417,04/17/2018 12:00:00 AM,90,Routine - Unscheduled,83643,2018-04-17,2018
83643_20190523,05/23/2019 12:00:00 AM,87,Routine - Unscheduled,83643,2019-05-23,2019
83687_20171114,11/14/2017 12:00:00 AM,92,Routine - Unscheduled,83687,2017-11-14,2017
83687_20171121,11/21/2017 12:00:00 AM,-1,Reinspection/Followup,83687,2017-11-21,2017
83687_20180925,09/25/2018 12:00:00 AM,87,Routine - Unscheduled,83687,2018-09-25,2018
83687_20190621,06/21/2019 12:00:00 AM,-1,Complaint,83687,2019-06-21,2019
83799_20170324,03/24/2017 12:00:00 AM,76,Routine - Unscheduled,83799,2017-03-24,2017
83799_20170418,04/18/2017 12:00:00 AM,-1,Reinspection/Followup,83799,2017-04-18,2017
83799_20180530,05/30/2018 12:00:00 AM,85,Routine - Unscheduled,83799,2018-05-30,2018
83799_20190306,03/06/2019 12:00:00 AM,85,Routine - Unscheduled,83799,2019-03-06,2019
83799_20190924,09/24/2019 12:00:00 AM,86,Routine - Unscheduled,83799,2019-09-24,2019
83799_20191001,10/01/2019 12:00:00 AM,-1,Reinspection/Followup,83799,2019-10-01,2019
83994_20181106,11/06/2018 12:00:00 AM,-1,Complaint,83994,2018-11-06,2018
83994_20181127,11/27/2018 12:00:00 AM,86,Routine - Unscheduled,83994,2018-11-27,2018
83995_20170313,03/13/2017 12:00:00 AM,94,Routine - Unscheduled,83995,2017-03-13,2017
83995_20170508,05/08/2017 12:00:00 AM,-1,Complaint,83995,2017-05-08,2017
83995_20180503,05/03/2018 12:00:00 AM,86,Routine - Unscheduled,83995,2018-05-03,2018
83995_20180606,06/06/2018 12:00:00 AM,-1,Reinspection/Followup,83995,2018-06-06,2018
84038_20180112,01/12/2018 12:00:00 AM,78,Routine - Unscheduled,84038,2018-01-12,2018
84038_20180119,01/19/2018 12:00:00 AM,-1,Reinspection/Followup,84038,2018-01-19,2018
84038_20190415,04/15/2019 12:00:00 AM,75,Routine - Unscheduled,84038,2019-04-15,2019
84038_20190417,04/17/2019 12:00:00 AM,-1,Reinspection/Followup,84038,2019-04-17,2019
84040_20161215,12/15/2016 12:00:00 AM,96,Routine - Unscheduled,84040,2016-12-15,2016
84040_20180410,04/10/2018 12:00:00 AM,82,Routine - Unscheduled,84040,2018-04-10,2018
84040_20180420,04/20/2018 12:00:00 AM,-1,Reinspection/Followup,84040,2018-04-20,2018
84040_20180501,05/01/2018 12:00:00 AM,-1,Reinspection/Followup,84040,2018-05-01,2018
84040_20190506,05/06/2019 12:00:00 AM,90,Routine - Unscheduled,84040,2019-05-06,2019
840_20170620,06/20/2017 12:00:00 AM,87,Routine - Unscheduled,840,2017-06-20,2017
84124_20180827,08/27/2018 12:00:00 AM,76,Routine - Unscheduled,84124,2018-08-27,2018
84124_20180829,08/29/2018 12:00:00 AM,-1,Reinspection/Followup,84124,2018-08-29,2018
84124_20190205,02/05/2019 12:00:00 AM,80,Routine - Unscheduled,84124,2019-02-05,2019
84124_20190304,03/04/2019 12:00:00 AM,-1,Reinspection/Followup,84124,2019-03-04,2019
84124_20190806,08/06/2019 12:00:00 AM,89,Routine - Unscheduled,84124,2019-08-06,2019
84124_20190905,09/05/2019 12:00:00 AM,-1,Reinspection/Followup,84124,2019-09-05,2019
84124_20190906,09/06/2019 12:00:00 AM,-1,Non-inspection site visit,84124,2019-09-06,2019
845_20180202,02/02/2018 12:00:00 AM,98,Routine - Unscheduled,845,2018-02-02,2018
845_20190529,05/29/2019 12:00:00 AM,92,Routine - Unscheduled,845,2019-05-29,2019
845_20190605,06/05/2019 12:00:00 AM,-1,Reinspection/Followup,845,2019-06-05,2019
84619_20180221,02/21/2018 12:00:00 AM,92,Routine - Unscheduled,84619,2018-02-21,2018
84619_20180301,03/01/2018 12:00:00 AM,-1,Reinspection/Followup,84619,2018-03-01,2018
84619_20190321,03/21/2019 12:00:00 AM,94,Routine - Unscheduled,84619,2019-03-21,2019
84619_20190924,09/24/2019 12:00:00 AM,-1,Foodborne Illness Investigation,84619,2019-09-24,2019
84656_20180116,01/16/2018 12:00:00 AM,77,Routine - Unscheduled,84656,2018-01-16,2018
84656_20180126,01/26/2018 12:00:00 AM,-1,Reinspection/Followup,84656,2018-01-26,2018
84656_20180214,02/14/2018 12:00:00 AM,-1,Reinspection/Followup,84656,2018-02-14,2018
84656_20190329,03/29/2019 12:00:00 AM,-1,Non-inspection site visit,84656,2019-03-29,2019
84656_20190429,04/29/2019 12:00:00 AM,78,Routine - Unscheduled,84656,2019-04-29,2019
84715_20161116,11/16/2016 12:00:00 AM,94,Routine - Unscheduled,84715,2016-11-16,2016
84715_20180124,01/24/2018 12:00:00 AM,100,Routine - Unscheduled,84715,2018-01-24,2018
84715_20190320,03/20/2019 12:00:00 AM,100,Routine - Unscheduled,84715,2019-03-20,2019
847_20180123,01/23/2018 12:00:00 AM,92,Routine - Unscheduled,847,2018-01-23,2018
847_20190513,05/13/2019 12:00:00 AM,94,Routine - Unscheduled,847,2019-05-13,2019
84865_20170620,06/20/2017 12:00:00 AM,86,Routine - Unscheduled,84865,2017-06-20,2017
84865_20190222,02/22/2019 12:00:00 AM,88,Routine - Unscheduled,84865,2019-02-22,2019
84865_20190228,02/28/2019 12:00:00 AM,-1,Reinspection/Followup,84865,2019-02-28,2019
84888_20170403,04/03/2017 12:00:00 AM,96,Routine - Unscheduled,84888,2017-04-03,2017
84888_20171031,10/31/2017 12:00:00 AM,96,Routine - Unscheduled,84888,2017-10-31,2017
84888_20180720,07/20/2018 12:00:00 AM,96,Routine - Unscheduled,84888,2018-07-20,2018
84888_20180731,07/31/2018 12:00:00 AM,-1,Reinspection/Followup,84888,2018-07-31,2018
84888_20180808,08/08/2018 12:00:00 AM,-1,Reinspection/Followup,84888,2018-08-08,2018
84888_20181022,10/22/2018 12:00:00 AM,-1,Reinspection/Followup,84888,2018-10-22,2018
84888_20190729,07/29/2019 12:00:00 AM,100,Routine - Unscheduled,84888,2019-07-29,2019
84982_20190319,03/19/2019 12:00:00 AM,96,Routine - Unscheduled,84982,2019-03-19,2019
84982_20190327,03/27/2019 12:00:00 AM,-1,Reinspection/Followup,84982,2019-03-27,2019
85047_20161116,11/16/2016 12:00:00 AM,100,Routine - Unscheduled,85047,2016-11-16,2016
85047_20170720,07/20/2017 12:00:00 AM,-1,New Ownership,85047,2017-07-20,2017
85047_20171211,12/11/2017 12:00:00 AM,100,Routine - Unscheduled,85047,2017-12-11,2017
85047_20190513,05/13/2019 12:00:00 AM,96,Routine - Unscheduled,85047,2019-05-13,2019
85097_20161102,11/02/2016 12:00:00 AM,96,Routine - Unscheduled,85097,2016-11-02,2016
85097_20180412,04/12/2018 12:00:00 AM,98,Routine - Unscheduled,85097,2018-04-12,2018
85158_20161024,10/24/2016 12:00:00 AM,94,Routine - Unscheduled,85158,2016-10-24,2016
85158_20161104,11/04/2016 12:00:00 AM,-1,Reinspection/Followup,85158,2016-11-04,2016
85158_20180206,02/06/2018 12:00:00 AM,100,Routine - Unscheduled,85158,2018-02-06,2018
85158_20190225,02/25/2019 12:00:00 AM,92,Routine - Unscheduled,85158,2019-02-25,2019
85158_20190304,03/04/2019 12:00:00 AM,-1,Reinspection/Followup,85158,2019-03-04,2019
85279_20171116,11/16/2017 12:00:00 AM,88,Routine - Unscheduled,85279,2017-11-16,2017
85279_20171206,12/06/2017 12:00:00 AM,-1,Reinspection/Followup,85279,2017-12-06,2017
85279_20180926,09/26/2018 12:00:00 AM,94,Routine - Unscheduled,85279,2018-09-26,2018
85279_20181003,10/03/2018 12:00:00 AM,-1,Reinspection/Followup,85279,2018-10-03,2018
85299_20180413,04/13/2018 12:00:00 AM,86,Routine - Unscheduled,85299,2018-04-13,2018
85299_20180627,06/27/2018 12:00:00 AM,-1,Reinspection/Followup,85299,2018-06-27,2018
85307_20180327,03/27/2018 12:00:00 AM,90,Routine - Unscheduled,85307,2018-03-27,2018
85307_20190429,04/29/2019 12:00:00 AM,87,Routine - Unscheduled,85307,2019-04-29,2019
85525_20170615,06/15/2017 12:00:00 AM,96,Routine - Unscheduled,85525,2017-06-15,2017
85525_20180515,05/15/2018 12:00:00 AM,88,Routine - Unscheduled,85525,2018-05-15,2018
85525_20190508,05/08/2019 12:00:00 AM,94,Routine - Unscheduled,85525,2019-05-08,2019
85525_20190524,05/24/2019 12:00:00 AM,-1,Reinspection/Followup,85525,2019-05-24,2019
85670_20170822,08/22/2017 12:00:00 AM,92,Routine - Unscheduled,85670,2017-08-22,2017
85670_20170901,09/01/2017 12:00:00 AM,-1,Reinspection/Followup,85670,2017-09-01,2017
85670_20180618,06/18/2018 12:00:00 AM,98,Routine - Unscheduled,85670,2018-06-18,2018
85670_20190805,08/05/2019 12:00:00 AM,100,Routine - Unscheduled,85670,2019-08-05,2019
856_20171018,10/18/2017 12:00:00 AM,92,Routine - Unscheduled,856,2017-10-18,2017
856_20171024,10/24/2017 12:00:00 AM,-1,Reinspection/Followup,856,2017-10-24,2017
856_20180117,01/17/2018 12:00:00 AM,-1,Complaint,856,2018-01-17,2018
856_20180510,05/10/2018 12:00:00 AM,96,Routine - Unscheduled,856,2018-05-10,2018
856_20190815,08/15/2019 12:00:00 AM,92,Routine - Unscheduled,856,2019-08-15,2019
85809_20171110,11/10/2017 12:00:00 AM,96,Routine - Unscheduled,85809,2017-11-10,2017
85809_20190206,02/06/2019 12:00:00 AM,90,Routine - Unscheduled,85809,2019-02-06,2019
85917_20170406,04/06/2017 12:00:00 AM,-1,New Construction,85917,2017-04-06,2017
85917_20170504,05/04/2017 12:00:00 AM,-1,New Construction,85917,2017-05-04,2017
85917_20170526,05/26/2017 12:00:00 AM,-1,New Construction,85917,2017-05-26,2017
85917_20170530,05/30/2017 12:00:00 AM,-1,New Ownership,85917,2017-05-30,2017
85917_20170816,08/16/2017 12:00:00 AM,82,Routine - Unscheduled,85917,2017-08-16,2017
85917_20170824,08/24/2017 12:00:00 AM,-1,Reinspection/Followup,85917,2017-08-24,2017
85917_20170922,09/22/2017 12:00:00 AM,-1,Complaint,85917,2017-09-22,2017
85917_20170929,09/29/2017 12:00:00 AM,-1,Complaint,85917,2017-09-29,2017
85917_20171129,11/29/2017 12:00:00 AM,-1,Non-inspection site visit,85917,2017-11-29,2017
85917_20180126,01/26/2018 12:00:00 AM,-1,New Construction,85917,2018-01-26,2018
85917_20180517,05/17/2018 12:00:00 AM,94,Routine - Unscheduled,85917,2018-05-17,2018
85917_20190307,03/07/2019 12:00:00 AM,96,Routine - Unscheduled,85917,2019-03-07,2019
85933_20170925,09/25/2017 12:00:00 AM,96,Routine - Unscheduled,85933,2017-09-25,2017
85933_20180102,01/02/2018 12:00:00 AM,-1,Complaint,85933,2018-01-02,2018
85933_20180518,05/18/2018 12:00:00 AM,100,Routine - Unscheduled,85933,2018-05-18,2018
85933_20180827,08/27/2018 12:00:00 AM,-1,Non-inspection site visit,85933,2018-08-27,2018
85933_20181207,12/07/2018 12:00:00 AM,-1,Reinspection/Followup,85933,2018-12-07,2018
85933_20190916,09/16/2019 12:00:00 AM,100,Routine - Unscheduled,85933,2019-09-16,2019
85935_20170925,09/25/2017 12:00:00 AM,96,Routine - Unscheduled,85935,2017-09-25,2017
85935_20171002,10/02/2017 12:00:00 AM,-1,Reinspection/Followup,85935,2017-10-02,2017
85935_20180518,05/18/2018 12:00:00 AM,100,Routine - Unscheduled,85935,2018-05-18,2018
85935_20190916,09/16/2019 12:00:00 AM,100,Routine - Unscheduled,85935,2019-09-16,2019
85936_20170925,09/25/2017 12:00:00 AM,100,Routine - Unscheduled,85936,2017-09-25,2017
85936_20180516,05/16/2018 12:00:00 AM,85,Routine - Unscheduled,85936,2018-05-16,2018
85936_20180518,05/18/2018 12:00:00 AM,-1,Reinspection/Followup,85936,2018-05-18,2018
85936_20181130,11/30/2018 12:00:00 AM,-1,Foodborne Illness Investigation,85936,2018-11-30,2018
85936_20190916,09/16/2019 12:00:00 AM,96,Routine - Unscheduled,85936,2019-09-16,2019
85937_20171206,12/06/2017 12:00:00 AM,98,Routine - Unscheduled,85937,2017-12-06,2017
85937_20180608,06/08/2018 12:00:00 AM,100,Routine - Unscheduled,85937,2018-06-08,2018
85937_20190918,09/18/2019 12:00:00 AM,100,Routine - Unscheduled,85937,2019-09-18,2019
85953_20161207,12/07/2016 12:00:00 AM,92,Routine - Unscheduled,85953,2016-12-07,2016
85953_20171101,11/01/2017 12:00:00 AM,86,Routine - Unscheduled,85953,2017-11-01,2017
85953_20171108,11/08/2017 12:00:00 AM,-1,Reinspection/Followup,85953,2017-11-08,2017
85953_20180430,04/30/2018 12:00:00 AM,-1,Complaint,85953,2018-04-30,2018
85953_20180717,07/17/2018 12:00:00 AM,85,Routine - Unscheduled,85953,2018-07-17,2018
85953_20180809,08/09/2018 12:00:00 AM,-1,Reinspection/Followup,85953,2018-08-09,2018
85953_20180828,08/28/2018 12:00:00 AM,-1,Reinspection/Followup,85953,2018-08-28,2018
85953_20190717,07/17/2019 12:00:00 AM,78,Routine - Unscheduled,85953,2019-07-17,2019
85953_20190729,07/29/2019 12:00:00 AM,-1,Reinspection/Followup,85953,2019-07-29,2019
85953_20190827,08/27/2019 12:00:00 AM,-1,Complaint,85953,2019-08-27,2019
85953_20190828,08/28/2019 12:00:00 AM,-1,Reinspection/Followup,85953,2019-08-28,2019
86073_20170302,03/02/2017 12:00:00 AM,89,Routine - Unscheduled,86073,2017-03-02,2017
86073_20170504,05/04/2017 12:00:00 AM,-1,Reinspection/Followup,86073,2017-05-04,2017
86073_20180723,07/23/2018 12:00:00 AM,90,Routine - Unscheduled,86073,2018-07-23,2018
86073_20180730,07/30/2018 12:00:00 AM,-1,Reinspection/Followup,86073,2018-07-30,2018
86073_20180914,09/14/2018 12:00:00 AM,-1,Non-inspection site visit,86073,2018-09-14,2018
86073_20190613,06/13/2019 12:00:00 AM,92,Routine - Unscheduled,86073,2019-06-13,2019
86161_20170224,02/24/2017 12:00:00 AM,100,Routine - Unscheduled,86161,2017-02-24,2017
86161_20180402,04/02/2018 12:00:00 AM,100,Routine - Unscheduled,86161,2018-04-02,2018
86161_20190624,06/24/2019 12:00:00 AM,94,Routine - Unscheduled,86161,2019-06-24,2019
86161_20190712,07/12/2019 12:00:00 AM,-1,Reinspection/Followup,86161,2019-07-12,2019
86161_20190716,07/16/2019 12:00:00 AM,-1,Reinspection/Followup,86161,2019-07-16,2019
86283_20170719,07/19/2017 12:00:00 AM,86,Routine - Unscheduled,86283,2017-07-19,2017
86283_20180404,04/04/2018 12:00:00 AM,-1,Reinspection/Followup,86283,2018-04-04,2018
86294_20170612,06/12/2017 12:00:00 AM,90,Routine - Unscheduled,86294,2017-06-12,2017
86294_20170622,06/22/2017 12:00:00 AM,-1,Reinspection/Followup,86294,2017-06-22,2017
86294_20190109,01/09/2019 12:00:00 AM,94,Routine - Unscheduled,86294,2019-01-09,2019
86344_20161116,11/16/2016 12:00:00 AM,100,Routine - Unscheduled,86344,2016-11-16,2016
86344_20171211,12/11/2017 12:00:00 AM,100,Routine - Unscheduled,86344,2017-12-11,2017
86344_20180712,07/12/2018 12:00:00 AM,-1,New Ownership,86344,2018-07-12,2018
86358_20171215,12/15/2017 12:00:00 AM,87,Routine - Unscheduled,86358,2017-12-15,2017
86358_20171222,12/22/2017 12:00:00 AM,-1,Reinspection/Followup,86358,2017-12-22,2017
86358_20180724,07/24/2018 12:00:00 AM,-1,Complaint,86358,2018-07-24,2018
86358_20180807,08/07/2018 12:00:00 AM,-1,Reinspection/Followup,86358,2018-08-07,2018
86358_20190315,03/15/2019 12:00:00 AM,-1,Non-inspection site visit,86358,2019-03-15,2019
86358_20190725,07/25/2019 12:00:00 AM,90,Routine - Unscheduled,86358,2019-07-25,2019
86423_20170731,07/31/2017 12:00:00 AM,86,Routine - Unscheduled,86423,2017-07-31,2017
86423_20190529,05/29/2019 12:00:00 AM,88,Routine - Unscheduled,86423,2019-05-29,2019
86423_20190703,07/03/2019 12:00:00 AM,-1,Non-inspection site visit,86423,2019-07-03,2019
86423_20190711,07/11/2019 12:00:00 AM,-1,Non-inspection site visit,86423,2019-07-11,2019
86475_20170711,07/11/2017 12:00:00 AM,85,Routine - Unscheduled,86475,2017-07-11,2017
86475_20180611,06/11/2018 12:00:00 AM,86,Routine - Unscheduled,86475,2018-06-11,2018
86484_20190430,04/30/2019 12:00:00 AM,82,Routine - Unscheduled,86484,2019-04-30,2019
86486_20161223,12/23/2016 12:00:00 AM,-1,New Construction,86486,2016-12-23,2016
86486_20170829,08/29/2017 12:00:00 AM,92,Routine - Unscheduled,86486,2017-08-29,2017
86486_20180228,02/28/2018 12:00:00 AM,94,Routine - Unscheduled,86486,2018-02-28,2018
86486_20190415,04/15/2019 12:00:00 AM,96,Routine - Unscheduled,86486,2019-04-15,2019
86539_20170926,09/26/2017 12:00:00 AM,85,Routine - Unscheduled,86539,2017-09-26,2017
86539_20181010,10/10/2018 12:00:00 AM,76,Routine - Unscheduled,86539,2018-10-10,2018
86539_20181018,10/18/2018 12:00:00 AM,-1,Reinspection/Followup,86539,2018-10-18,2018
86539_20190314,03/14/2019 12:00:00 AM,90,Routine - Unscheduled,86539,2019-03-14,2019
86539_20190912,09/12/2019 12:00:00 AM,96,Routine - Unscheduled,86539,2019-09-12,2019
86718_20161116,11/16/2016 12:00:00 AM,90,Routine - Unscheduled,86718,2016-11-16,2016
86718_20180522,05/22/2018 12:00:00 AM,45,Routine - Unscheduled,86718,2018-05-22,2018
86718_20180524,05/24/2018 12:00:00 AM,-1,Reinspection/Followup,86718,2018-05-24,2018
86718_20181005,10/05/2018 12:00:00 AM,90,Routine - Unscheduled,86718,2018-10-05,2018
86816_20170901,09/01/2017 12:00:00 AM,94,Routine - Unscheduled,86816,2017-09-01,2017
86816_20190125,01/25/2019 12:00:00 AM,96,Routine - Unscheduled,86816,2019-01-25,2019
86829_20171129,11/29/2017 12:00:00 AM,88,Routine - Unscheduled,86829,2017-11-29,2017
86829_20180831,08/31/2018 12:00:00 AM,86,Routine - Unscheduled,86829,2018-08-31,2018
86924_20180123,01/23/2018 12:00:00 AM,85,Routine - Unscheduled,86924,2018-01-23,2018
86924_20190425,04/25/2019 12:00:00 AM,88,Routine - Unscheduled,86924,2019-04-25,2019
86924_20190502,05/02/2019 12:00:00 AM,-1,Reinspection/Followup,86924,2019-05-02,2019
87015_20161228,12/28/2016 12:00:00 AM,-1,Complaint,87015,2016-12-28,2016
87015_20170630,06/30/2017 12:00:00 AM,77,Routine - Unscheduled,87015,2017-06-30,2017
87015_20170707,07/07/2017 12:00:00 AM,-1,Reinspection/Followup,87015,2017-07-07,2017
87015_20181220,12/20/2018 12:00:00 AM,-1,Complaint,87015,2018-12-20,2018
87122_20161018,10/18/2016 12:00:00 AM,98,Routine - Unscheduled,87122,2016-10-18,2016
87122_20171011,10/11/2017 12:00:00 AM,98,Routine - Unscheduled,87122,2017-10-11,2017
87122_20190625,06/25/2019 12:00:00 AM,96,Routine - Unscheduled,87122,2019-06-25,2019
87203_20161116,11/16/2016 12:00:00 AM,-1,New Ownership,87203,2016-11-16,2016
87203_20171030,10/30/2017 12:00:00 AM,87,Routine - Unscheduled,87203,2017-10-30,2017
87203_20171106,11/06/2017 12:00:00 AM,-1,Reinspection/Followup,87203,2017-11-06,2017
87203_20180705,07/05/2018 12:00:00 AM,90,Routine - Unscheduled,87203,2018-07-05,2018
87203_20190724,07/24/2019 12:00:00 AM,90,Routine - Unscheduled,87203,2019-07-24,2019
87285_20161128,11/28/2016 12:00:00 AM,82,Routine - Unscheduled,87285,2016-11-28,2016
87285_20161222,12/22/2016 12:00:00 AM,-1,Reinspection/Followup,87285,2016-12-22,2016
87285_20170713,07/13/2017 12:00:00 AM,94,Routine - Unscheduled,87285,2017-07-13,2017
87285_20190318,03/18/2019 12:00:00 AM,90,Routine - Unscheduled,87285,2019-03-18,2019
87285_20190329,03/29/2019 12:00:00 AM,-1,Reinspection/Followup,87285,2019-03-29,2019
87339_20170227,02/27/2017 12:00:00 AM,96,Routine - Unscheduled,87339,2017-02-27,2017
87339_20190124,01/24/2019 12:00:00 AM,88,Routine - Unscheduled,87339,2019-01-24,2019
87339_20190128,01/28/2019 12:00:00 AM,-1,Reinspection/Followup,87339,2019-01-28,2019
87339_20190503,05/03/2019 12:00:00 AM,-1,Non-inspection site visit,87339,2019-05-03,2019
87401_20161208,12/08/2016 12:00:00 AM,-1,Complaint,87401,2016-12-08,2016
87401_20180409,04/09/2018 12:00:00 AM,92,Routine - Unscheduled,87401,2018-04-09,2018
87401_20180518,05/18/2018 12:00:00 AM,-1,Non-inspection site visit,87401,2018-05-18,2018
87404_20170111,01/11/2017 12:00:00 AM,-1,New Ownership,87404,2017-01-11,2017
87404_20170914,09/14/2017 12:00:00 AM,98,Routine - Unscheduled,87404,2017-09-14,2017
87404_20180419,04/19/2018 12:00:00 AM,96,Routine - Unscheduled,87404,2018-04-19,2018
87404_20190501,05/01/2019 12:00:00 AM,96,Routine - Unscheduled,87404,2019-05-01,2019
87613_20170306,03/06/2017 12:00:00 AM,-1,Complaint,87613,2017-03-06,2017
87613_20170424,04/24/2017 12:00:00 AM,-1,Complaint,87613,2017-04-24,2017
87613_20170509,05/09/2017 12:00:00 AM,-1,Complaint,87613,2017-05-09,2017
87613_20170516,05/16/2017 12:00:00 AM,-1,Complaint Reinspection/Followup,87613,2017-05-16,2017
87613_20170601,06/01/2017 12:00:00 AM,-1,Reinspection/Followup,87613,2017-06-01,2017
87613_20170908,09/08/2017 12:00:00 AM,85,Routine - Unscheduled,87613,2017-09-08,2017
87613_20180618,06/18/2018 12:00:00 AM,-1,Complaint,87613,2018-06-18,2018
87613_20180625,06/25/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-06-25,2018
87613_20180626,06/26/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-06-26,2018
87613_20180706,07/06/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-07-06,2018
87613_20180809,08/09/2018 12:00:00 AM,-1,Reinspection/Followup,87613,2018-08-09,2018
87613_20190110,01/10/2019 12:00:00 AM,83,Routine - Unscheduled,87613,2019-01-10,2019
87613_20190118,01/18/2019 12:00:00 AM,-1,Reinspection/Followup,87613,2019-01-18,2019
87613_20190529,05/29/2019 12:00:00 AM,-1,Complaint,87613,2019-05-29,2019
87613_20190614,06/14/2019 12:00:00 AM,-1,Reinspection/Followup,87613,2019-06-14,2019
87613_20190820,08/20/2019 12:00:00 AM,87,Routine - Unscheduled,87613,2019-08-20,2019
87613_20190830,08/30/2019 12:00:00 AM,-1,Reinspection/Followup,87613,2019-08-30,2019
87628_20170124,01/24/2017 12:00:00 AM,-1,Structural Inspection,87628,2017-01-24,2017
87628_20170628,06/28/2017 12:00:00 AM,82,Routine - Unscheduled,87628,2017-06-28,2017
87628_20180307,03/07/2018 12:00:00 AM,-1,Structural Inspection,87628,2018-03-07,2018
87628_20180508,05/08/2018 12:00:00 AM,-1,Structural Inspection,87628,2018-05-08,2018
87628_20190221,02/21/2019 12:00:00 AM,62,Routine - Unscheduled,87628,2019-02-21,2019
